Cboe Volume and Put/Call Ratio data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  As of June 11 2012 Equity Volume includes only the volume of equity option products and excludes that of exchange-traded products.  Historical index volume from November 1 2006 through May 31 2012 is based on cleared volume as reported by the OCC. The volume data reflected after May 31 2012 below is based upon preliminary reported volume rather than cleared volume. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of Cboe Websites.,,,,
, PRODUCT: EQUITY,,EXCHANGE: Cboe,
01/28/2016, 871135, 543920, 1415055, 0.62
01/29/2016, 1003313, 584115, 1587428, 0.58
02/01/2016, 626244, 392746, 1018990, 0.63
02/02/2016, 630169, 477820, 1107989, 0.76
02/03/2016, 739416, 609491, 1348907, 0.82
02/04/2016, 861435, 642858, 1504293, 0.75
02/05/2016, 759650, 701507, 1461157, 0.92
02/08/2016, 720050, 672462, 1392512, 0.93
02/09/2016, 686451, 523896, 1210347, 0.76
02/10/2016, 667836, 519966, 1187802, 0.78
02/11/2016, 784297, 749463, 1533760, 0.96
02/12/2016, 810883, 573994, 1384877, 0.71
02/16/2016, 701563, 558658, 1260221, 0.80
02/17/2016, 882426, 597779, 1480205, 0.68
02/18/2016, 695091, 518206, 1213297, 0.75
02/19/2016, 1140734, 998046, 2138780, 0.87
02/22/2016, 806315, 463986, 1270301, 0.58
02/23/2016, 602882, 429382, 1032264, 0.71
02/24/2016, 754038, 533065, 1287103, 0.71
02/25/2016, 632738, 393838, 1026576, 0.62
02/26/2016, 815309, 520333, 1335642, 0.64
02/29/2016, 602125, 363665, 965790, 0.60
03/01/2016, 724475, 490587, 1215062, 0.68
03/02/2016, 783787, 499105, 1282892, 0.64
03/03/2016, 887285, 488850, 1376135, 0.55
03/04/2016, 1175072, 693598, 1868670, 0.59
03/07/2016, 766497, 513072, 1279569, 0.67
03/08/2016, 539457, 484756, 1024213, 0.90
03/09/2016, 606850, 411459, 1018309, 0.68
03/10/2016, 608375, 447734, 1056109, 0.74
03/11/2016, 811985, 483356, 1295341, 0.60
03/14/2016, 603636, 415565, 1019201, 0.69
03/15/2016, 602936, 512890, 1115826, 0.85
03/16/2016, 695994, 491825, 1187819, 0.71
03/17/2016, 914149, 575112, 1489261, 0.63
03/18/2016, 1218012, 663868, 1881880, 0.55
03/21/2016, 527615, 376417, 904032, 0.71
03/22/2016, 584139, 513263, 1097402, 0.88
03/23/2016, 600767, 506295, 1107062, 0.84
03/24/2016, 617616, 507322, 1124938, 0.82
03/28/2016, 508126, 333607, 841733, 0.66
03/29/2016, 698255, 423600, 1121855, 0.61
03/30/2016, 675223, 415467, 1090690, 0.62
03/31/2016, 540195, 369225, 909420, 0.68
04/01/2016, 643158, 404404, 1047562, 0.63
04/04/2016, 604114, 392893, 997007, 0.65
04/05/2016, 564527, 390906, 955433, 0.69
04/06/2016, 588174, 356712, 944886, 0.61
04/07/2016, 720321, 491071, 1211392, 0.68
04/08/2016, 627216, 467361, 1094577, 0.75
04/11/2016, 592780, 386902, 979682, 0.65
04/12/2016, 726756, 526897, 1253653, 0.72
04/13/2016, 961493, 582561, 1544054, 0.61
04/14/2016, 781226, 534856, 1316082, 0.68
04/15/2016, 1026561, 645511, 1672072, 0.63
04/18/2016, 892475, 612637, 1505112, 0.69
04/19/2016, 827042, 553101, 1380143, 0.67
04/20/2016, 756168, 514252, 1270420, 0.68
04/21/2016, 716250, 610703, 1326953, 0.85
04/22/2016, 931151, 565952, 1497103, 0.61
04/25/2016, 617144, 433109, 1050253, 0.70
04/26/2016, 872326, 458647, 1330973, 0.53
04/27/2016, 1129116, 619620, 1748736, 0.55
04/28/2016, 1036492, 800515, 1837007, 0.77
04/29/2016, 954673, 817026, 1771699, 0.86
05/02/2016, 635725, 470392, 1106117, 0.74
05/03/2016, 755146, 580693, 1335839, 0.77
05/04/2016, 703647, 562726, 1266373, 0.80
05/05/2016, 708177, 566734, 1274911, 0.80
05/06/2016, 718072, 659887, 1377959, 0.92
05/09/2016, 617936, 530655, 1148591, 0.86
05/10/2016, 663565, 602672, 1266237, 0.91
05/11/2016, 597379, 476924, 1074303, 0.80
05/12/2016, 688668, 550935, 1239603, 0.80
05/13/2016, 697241, 584639, 1281880, 0.84
05/16/2016, 723416, 431815, 1155231, 0.60
05/17/2016, 669465, 539064, 1208529, 0.81
05/18/2016, 732150, 552373, 1284523, 0.75
05/19/2016, 727104, 581805, 1308909, 0.80
05/20/2016, 898943, 704854, 1603797, 0.78
05/23/2016, 733580, 475412, 1208992, 0.65
05/24/2016, 712838, 426691, 1139529, 0.60
05/25/2016, 822999, 511648, 1334647, 0.62
05/26/2016, 749704, 415415, 1165119, 0.55
05/27/2016, 706435, 358495, 1064930, 0.51
05/31/2016, 694070, 399620, 1093690, 0.58
06/01/2016, 694650, 385270, 1079920, 0.55
06/02/2016, 662424, 459196, 1121620, 0.69
06/03/2016, 792987, 470591, 1263578, 0.59
06/06/2016, 646574, 382361, 1028935, 0.59
06/07/2016, 687728, 417695, 1105423, 0.61
06/08/2016, 656375, 389764, 1046139, 0.59
06/09/2016, 620328, 446348, 1066676, 0.72
06/10/2016, 747038, 608020, 1355058, 0.81
06/13/2016, 643171, 482939, 1126110, 0.75
06/14/2016, 686208, 540641, 1226849, 0.79
06/15/2016, 664323, 449184, 1113507, 0.68
06/16/2016, 728333, 563198, 1291531, 0.77
06/17/2016, 918995, 577087, 1496082, 0.63
06/20/2016, 710358, 425416, 1135774, 0.60
06/21/2016, 628619, 403696, 1032315, 0.64
06/22/2016, 551054, 424543, 975597, 0.77
06/23/2016, 615854, 376271, 992125, 0.61
06/24/2016, 835430, 842349, 1677779, 1.01
06/27/2016, 876090, 713937, 1590027, 0.81
06/28/2016, 770826, 458582, 1229408, 0.59
06/29/2016, 773078, 445745, 1218823, 0.58
06/30/2016, 743779, 480502, 1224281, 0.65
07/01/2016, 828860, 472896, 1301756, 0.57
07/05/2016, 591119, 432070, 1023189, 0.73
07/06/2016, 662230, 501918, 1164148, 0.76
07/07/2016, 723234, 435767, 1159001, 0.60
07/08/2016, 896569, 468793, 1365362, 0.52
07/11/2016, 850368, 490810, 1341178, 0.58
07/12/2016, 921353, 542039, 1463392, 0.59
07/13/2016, 737280, 413248, 1150528, 0.56
07/14/2016, 993624, 528928, 1522552, 0.53
07/15/2016, 926637, 484334, 1410971, 0.52
07/18/2016, 822066, 567901, 1389967, 0.69
07/19/2016, 820937, 549197, 1370134, 0.67
07/20/2016, 850542, 485327, 1335869, 0.57
07/21/2016, 834207, 506596, 1340803, 0.61
07/22/2016, 826222, 490338, 1316560, 0.59
07/25/2016, 695060, 496212, 1191272, 0.71
07/26/2016, 827104, 631687, 1458791, 0.76
07/27/2016, 974749, 647552, 1622301, 0.66
07/28/2016, 967086, 596175, 1563261, 0.62
07/29/2016, 873187, 543734, 1416921, 0.62
08/01/2016, 740096, 530680, 1270776, 0.72
08/02/2016, 737879, 530144, 1268023, 0.72
08/03/2016, 748938, 442592, 1191530, 0.59
08/04/2016, 739840, 481424, 1221264, 0.65
08/05/2016, 1022028, 531228, 1553256, 0.52
08/08/2016, 750977, 435289, 1186266, 0.58
08/09/2016, 698791, 425168, 1123959, 0.61
08/10/2016, 737217, 458047, 1195264, 0.62
08/11/2016, 771884, 470446, 1242330, 0.61
08/12/2016, 911645, 501840, 1413485, 0.55
08/15/2016, 965214, 493750, 1458964, 0.51
08/16/2016, 747106, 522222, 1269328, 0.70
08/17/2016, 868309, 512240, 1380549, 0.59
08/18/2016, 877349, 476108, 1353457, 0.54
08/19/2016, 939736, 563858, 1503594, 0.60
08/22/2016, 756508, 474126, 1230634, 0.63
08/23/2016, 746566, 416434, 1163000, 0.56
08/24/2016, 751994, 509852, 1261846, 0.68
08/25/2016, 621103, 467199, 1088302, 0.75
08/26/2016, 807128, 587221, 1394349, 0.73
08/29/2016, 665523, 399625, 1065148, 0.60
08/30/2016, 675596, 423609, 1099205, 0.63
08/31/2016, 666219, 468917, 1135136, 0.70
09/01/2016, 776773, 542755, 1319528, 0.70
09/02/2016, 817271, 500179, 1317450, 0.61
09/06/2016, 990330, 498767, 1489097, 0.50
09/07/2016, 822356, 468161, 1290517, 0.57
09/08/2016, 903643, 551326, 1454969, 0.61
09/09/2016, 1125556, 883019, 2008575, 0.78
09/12/2016, 748046, 480659, 1228705, 0.64
09/13/2016, 703006, 529361, 1232367, 0.75
09/14/2016, 949120, 519484, 1468604, 0.55
09/15/2016, 949130, 667398, 1616528, 0.70
09/16/2016, 1044130, 674824, 1718954, 0.65
09/19/2016, 931342, 520501, 1451843, 0.56
09/20/2016, 608669, 402876, 1011545, 0.66
09/21/2016, 785710, 495530, 1281240, 0.63
09/22/2016, 829701, 476707, 1306408, 0.57
09/23/2016, 904399, 587980, 1492379, 0.65
09/26/2016, 775354, 569501, 1344855, 0.73
09/27/2016, 750006, 465212, 1215218, 0.62
09/28/2016, 784449, 508014, 1292463, 0.65
09/29/2016, 853347, 629331, 1482678, 0.74
09/30/2016, 990168, 606949, 1597117, 0.61
10/03/2016, 518965, 332215, 851180, 0.64
10/04/2016, 805202, 410635, 1215837, 0.51
10/05/2016, 770896, 449241, 1220137, 0.58
10/06/2016, 793870, 565689, 1359559, 0.71
10/07/2016, 634927, 434574, 1069501, 0.68
10/10/2016, 649928, 397117, 1047045, 0.61
10/11/2016, 650116, 489432, 1139548, 0.75
10/12/2016, 537188, 345367, 882555, 0.64
10/13/2016, 669402, 476717, 1146119, 0.71
10/14/2016, 715484, 488875, 1204359, 0.68
10/17/2016, 677746, 417696, 1095442, 0.62
10/18/2016, 654468, 451936, 1106404, 0.69
10/19/2016, 882679, 522220, 1404899, 0.59
10/20/2016, 978152, 513764, 1491916, 0.53
10/21/2016, 1249229, 695914, 1945143, 0.56
10/24/2016, 877340, 516812, 1394152, 0.59
10/25/2016, 839103, 577599, 1416702, 0.69
10/26/2016, 781276, 572257, 1353533, 0.73
10/27/2016, 1024239, 563813, 1588052, 0.55
10/28/2016, 886789, 689802, 1576591, 0.78
10/31/2016, 605766, 454430, 1060196, 0.75
11/01/2016, 700198, 604605, 1304803, 0.86
11/02/2016, 702186, 697220, 1399406, 0.99
11/03/2016, 750895, 558889, 1309784, 0.74
11/04/2016, 951739, 666015, 1617754, 0.70
11/07/2016, 635221, 435001, 1070222, 0.68
11/08/2016, 610080, 422844, 1032924, 0.69
11/09/2016, 1133177, 695764, 1828941, 0.61
11/10/2016, 1387868, 827502, 2215370, 0.60
11/11/2016, 1178997, 624523, 1803520, 0.53
11/14/2016, 1204761, 681461, 1886222, 0.57
11/15/2016, 1034658, 530572, 1565230, 0.51
11/16/2016, 881406, 558848, 1440254, 0.63
11/17/2016, 984385, 635296, 1619681, 0.65
11/18/2016, 1001409, 678807, 1680216, 0.68
11/21/2016, 852475, 483528, 1336003, 0.57
11/22/2016, 874720, 551658, 1426378, 0.63
11/23/2016, 717560, 432386, 1149946, 0.60
11/25/2016, 420124, 257802, 677926, 0.61
11/28/2016, 770092, 436091, 1206183, 0.57
11/29/2016, 675253, 418811, 1094064, 0.62
11/30/2016, 885783, 482739, 1368522, 0.54
12/01/2016, 927413, 616365, 1543778, 0.66
12/02/2016, 763577, 512573, 1276150, 0.67
12/05/2016, 691376, 435628, 1127004, 0.63
12/06/2016, 677211, 393141, 1070352, 0.58
12/07/2016, 1080700, 500973, 1581673, 0.46
12/08/2016, 959884, 482539, 1442423, 0.50
12/09/2016, 1034013, 543691, 1577704, 0.53
12/12/2016, 803449, 455794, 1259243, 0.57
12/13/2016, 898833, 486168, 1385001, 0.54
12/14/2016, 849456, 495316, 1344772, 0.58
12/15/2016, 893624, 527194, 1420818, 0.59
12/16/2016, 1111475, 683760, 1795235, 0.62
12/19/2016, 728173, 519589, 1247762, 0.71
12/20/2016, 662001, 418773, 1080774, 0.63
12/21/2016, 551226, 423518, 974744, 0.77
12/22/2016, 592270, 395947, 988217, 0.67
12/23/2016, 506980, 335134, 842114, 0.66
12/27/2016, 530659, 326986, 857645, 0.62
12/28/2016, 536793, 329357, 866150, 0.61
12/29/2016, 569581, 351566, 921147, 0.62
12/30/2016, 592557, 449912, 1042469, 0.76
01/03/2017, 649779, 445569, 1095348, 0.69
01/04/2017, 687394, 439978, 1127372, 0.64
01/05/2017, 692416, 478639, 1171055, 0.69
01/06/2017, 803336, 543756, 1347092, 0.68
01/09/2017, 674531, 416135, 1090666, 0.62
01/10/2017, 668871, 430665, 1099536, 0.64
01/11/2017, 656952, 411845, 1068797, 0.63
01/12/2017, 656569, 446356, 1102925, 0.68
01/13/2017, 818442, 518086, 1336528, 0.63
01/17/2017, 778913, 505014, 1283927, 0.65
01/18/2017, 727069, 487307, 1214376, 0.67
01/19/2017, 969284, 538164, 1507448, 0.56
01/20/2017, 1125737, 784988, 1910725, 0.70
01/23/2017, 813314, 584599, 1397913, 0.72
01/24/2017, 920828, 602018, 1522846, 0.65
01/25/2017, 948681, 575321, 1524002, 0.61
01/26/2017, 936991, 606704, 1543695, 0.65
01/27/2017, 854832, 625207, 1480039, 0.73
01/30/2017, 653551, 536980, 1190531, 0.82
01/31/2017, 794933, 557893, 1352826, 0.70
02/01/2017, 903202, 640885, 1544087, 0.71
02/02/2017, 871496, 556167, 1427663, 0.64
02/03/2017, 881636, 603265, 1484901, 0.68
02/06/2017, 657170, 490641, 1147811, 0.75
02/07/2017, 794053, 552194, 1346247, 0.70
02/08/2017, 773686, 532845, 1306531, 0.69
02/09/2017, 993540, 572091, 1565631, 0.58
02/10/2017, 856881, 599940, 1456821, 0.70
02/13/2017, 865227, 523520, 1388747, 0.61
02/14/2017, 984271, 518164, 1502435, 0.53
02/15/2017, 1009984, 589613, 1599597, 0.58
02/16/2017, 952816, 510622, 1463438, 0.54
02/17/2017, 1092005, 641036, 1733041, 0.59
02/21/2017, 927005, 567307, 1494312, 0.61
02/22/2017, 847068, 506663, 1353731, 0.60
02/23/2017, 911460, 567903, 1479363, 0.62
02/24/2017, 852693, 615915, 1468608, 0.72
02/27/2017, 774156, 484472, 1258628, 0.63
02/28/2017, 739604, 515112, 1254716, 0.70
03/01/2017, 1205822, 639721, 1845543, 0.53
03/02/2017, 1032128, 581908, 1614036, 0.56
03/03/2017, 881610, 619489, 1501099, 0.70
03/06/2017, 803109, 540454, 1343563, 0.67
03/07/2017, 869076, 468457, 1337533, 0.54
03/08/2017, 868836, 539360, 1408196, 0.62
03/09/2017, 735507, 526787, 1262294, 0.72
03/10/2017, 903793, 511666, 1415459, 0.57
03/13/2017, 707320, 496333, 1203653, 0.70
03/14/2017, 666485, 489700, 1156185, 0.73
03/15/2017, 823472, 500625, 1324097, 0.61
03/16/2017, 876658, 501491, 1378149, 0.57
03/17/2017, 1176177, 717936, 1894113, 0.61
03/20/2017, 914014, 588278, 1502292, 0.64
03/21/2017, 1032128, 814873, 1847001, 0.79
03/22/2017, 754341, 551384, 1305725, 0.73
03/23/2017, 687968, 463318, 1151286, 0.67
03/24/2017, 760823, 525693, 1286516, 0.69
03/27/2017, 530483, 308746, 839229, 0.58
03/28/2017, 741957, 444008, 1185965, 0.60
03/29/2017, 762292, 411210, 1173502, 0.54
03/30/2017, 758297, 441001, 1199298, 0.58
03/31/2017, 790248, 443073, 1233321, 0.56
04/03/2017, 694779, 464319, 1159098, 0.67
04/04/2017, 651097, 405812, 1056909, 0.62
04/05/2017, 818417, 496230, 1314647, 0.61
04/06/2017, 635136, 417391, 1052527, 0.66
04/07/2017, 650754, 432830, 1083584, 0.67
04/10/2017, 643952, 396670, 1040622, 0.62
04/11/2017, 626999, 497752, 1124751, 0.79
04/12/2017, 633668, 439276, 1072944, 0.69
04/13/2017, 733434, 703632, 1437066, 0.96
04/17/2017, 664972, 420194, 1085166, 0.63
04/18/2017, 687485, 429472, 1116957, 0.62
04/19/2017, 713030, 499195, 1212225, 0.70
04/20/2017, 885010, 600274, 1485284, 0.68
04/21/2017, 980905, 655836, 1636741, 0.67
04/24/2017, 893517, 544187, 1437704, 0.61
04/25/2017, 1064307, 646103, 1710410, 0.61
04/26/2017, 841489, 526082, 1367571, 0.63
04/27/2017, 865201, 627016, 1492217, 0.72
04/28/2017, 1006433, 687084, 1693517, 0.68
05/01/2017, 799184, 495378, 1294562, 0.62
05/02/2017, 940053, 572180, 1512233, 0.61
05/03/2017, 907589, 623196, 1530785, 0.69
05/04/2017, 848531, 651056, 1499587, 0.77
05/05/2017, 862095, 550581, 1412676, 0.64
05/08/2017, 901718, 538953, 1440671, 0.60
05/09/2017, 940967, 596282, 1537249, 0.63
05/10/2017, 964876, 596428, 1561304, 0.62
05/11/2017, 937125, 608303, 1545428, 0.65
05/12/2017, 998126, 566590, 1564716, 0.57
05/15/2017, 993848, 545842, 1539690, 0.55
05/16/2017, 1138431, 616836, 1755267, 0.54
05/17/2017, 1168038, 851371, 2019409, 0.73
05/18/2017, 1044532, 734306, 1778838, 0.70
05/19/2017, 1105507, 684075, 1789582, 0.62
05/22/2017, 923272, 496667, 1419939, 0.54
05/23/2017, 813357, 489108, 1302465, 0.60
05/24/2017, 822776, 510187, 1332963, 0.62
05/25/2017, 1003599, 595306, 1598905, 0.59
05/26/2017, 780023, 501670, 1281693, 0.64
05/30/2017, 772623, 526611, 1299234, 0.68
05/31/2017, 837375, 525667, 1363042, 0.63
06/01/2017, 801253, 526473, 1327726, 0.66
06/02/2017, 930484, 560803, 1491287, 0.60
06/05/2017, 1013742, 512819, 1526561, 0.51
06/06/2017, 842134, 497741, 1339875, 0.59
06/07/2017, 832055, 482770, 1314825, 0.58
06/08/2017, 1059364, 578765, 1638129, 0.55
06/09/2017, 1345032, 961963, 2306995, 0.72
06/12/2017, 983309, 667330, 1650639, 0.68
06/13/2017, 743779, 479193, 1222972, 0.64
06/14/2017, 856105, 570694, 1426799, 0.67
06/15/2017, 864450, 692107, 1556557, 0.80
06/16/2017, 1021601, 685519, 1707120, 0.67
06/19/2017, 889433, 516826, 1406259, 0.58
06/20/2017, 702015, 507122, 1209137, 0.72
06/21/2017, 899739, 527501, 1427240, 0.59
06/22/2017, 991540, 497405, 1488945, 0.50
06/23/2017, 943495, 543762, 1487257, 0.58
06/26/2017, 777739, 495882, 1273621, 0.64
06/27/2017, 826466, 497545, 1324011, 0.60
06/28/2017, 815362, 552385, 1367747, 0.68
06/29/2017, 1078088, 741777, 1819865, 0.69
06/30/2017, 785145, 525699, 1310844, 0.67
07/03/2017, 479605, 265739, 745344, 0.55
07/05/2017, 686910, 421687, 1108597, 0.61
07/06/2017, 730025, 476425, 1206450, 0.65
07/07/2017, 895055, 586846, 1481901, 0.66
07/10/2017, 733531, 468929, 1202460, 0.64
07/11/2017, 648196, 449863, 1098059, 0.69
07/12/2017, 821639, 491455, 1313094, 0.60
07/13/2017, 868563, 541563, 1410126, 0.62
07/14/2017, 976652, 520244, 1496896, 0.53
07/17/2017, 782777, 489244, 1272021, 0.63
07/18/2017, 911208, 561487, 1472695, 0.62
07/19/2017, 1015147, 569726, 1584873, 0.56
07/20/2017, 1006735, 534242, 1540977, 0.53
07/21/2017, 1174275, 660107, 1834382, 0.56
07/24/2017, 813899, 551470, 1365369, 0.68
07/25/2017, 1080571, 657035, 1737606, 0.61
07/26/2017, 982399, 642698, 1625097, 0.65
07/27/2017, 1240558, 883189, 2123747, 0.71
07/28/2017, 1003684, 630933, 1634617, 0.63
07/31/2017, 802355, 497551, 1299906, 0.62
08/01/2017, 787418, 503073, 1290491, 0.64
08/02/2017, 942353, 708985, 1651338, 0.75
08/03/2017, 774741, 547070, 1321811, 0.71
08/04/2017, 892363, 587528, 1479891, 0.66
08/07/2017, 710500, 545023, 1255523, 0.77
08/08/2017, 920532, 621127, 1541659, 0.67
08/09/2017, 754195, 628435, 1382630, 0.83
08/10/2017, 823551, 727178, 1550729, 0.88
08/11/2017, 729994, 687810, 1417804, 0.94
08/14/2017, 692332, 410095, 1102427, 0.59
08/15/2017, 794282, 543035, 1337317, 0.68
08/16/2017, 816057, 507342, 1323399, 0.62
08/17/2017, 810283, 632705, 1442988, 0.78
08/18/2017, 899141, 741621, 1640762, 0.82
08/21/2017, 748374, 424392, 1172766, 0.57
08/22/2017, 802681, 443776, 1246457, 0.55
08/23/2017, 702663, 406253, 1108916, 0.58
08/24/2017, 658211, 455653, 1113864, 0.69
08/25/2017, 685990, 471455, 1157445, 0.69
08/28/2017, 668363, 364369, 1032732, 0.55
08/29/2017, 673057, 411515, 1084572, 0.61
08/30/2017, 708226, 401363, 1109589, 0.57
08/31/2017, 769923, 439117, 1209040, 0.57
09/01/2017, 863637, 484585, 1348222, 0.56
09/05/2017, 787424, 531004, 1318428, 0.67
09/06/2017, 716553, 399029, 1115582, 0.56
09/07/2017, 901271, 496641, 1397912, 0.55
09/08/2017, 830893, 603930, 1434823, 0.73
09/11/2017, 884162, 578887, 1463049, 0.65
09/12/2017, 999284, 580890, 1580174, 0.58
09/13/2017, 946228, 517562, 1463790, 0.55
09/14/2017, 930834, 523494, 1454328, 0.56
09/15/2017, 1054775, 667640, 1722415, 0.63
09/18/2017, 910932, 559663, 1470595, 0.61
09/19/2017, 742735, 498026, 1240761, 0.67
09/20/2017, 969882, 594347, 1564229, 0.61
09/21/2017, 781621, 518848, 1300469, 0.66
09/22/2017, 728184, 557495, 1285679, 0.77
09/25/2017, 917063, 584122, 1501185, 0.64
09/26/2017, 771111, 531812, 1302923, 0.69
09/27/2017, 868117, 527812, 1395929, 0.61
09/28/2017, 845078, 436622, 1281700, 0.52
09/29/2017, 841513, 499101, 1340614, 0.59
10/02/2017, 917661, 563946, 1481607, 0.61
10/03/2017, 812719, 538382, 1351101, 0.66
10/04/2017, 766713, 448462, 1215175, 0.58
10/05/2017, 818779, 563503, 1382282, 0.69
10/06/2017, 755229, 527204, 1282433, 0.70
10/09/2017, 746683, 547340, 1294023, 0.73
10/10/2017, 832289, 452119, 1284408, 0.54
10/11/2017, 735067, 456975, 1192042, 0.62
10/12/2017, 825744, 577596, 1403340, 0.70
10/13/2017, 953477, 619436, 1572913, 0.65
10/16/2017, 838935, 583332, 1422267, 0.70
10/17/2017, 923267, 613431, 1536698, 0.66
10/18/2017, 927101, 667445, 1594546, 0.72
10/19/2017, 1047186, 729656, 1776842, 0.70
10/20/2017, 1356600, 816522, 2173122, 0.60
10/23/2017, 1011712, 656849, 1668561, 0.65
10/24/2017, 973185, 609293, 1582478, 0.63
10/25/2017, 930982, 657223, 1588205, 0.71
10/26/2017, 1077235, 660915, 1738150, 0.61
10/27/2017, 1441991, 793570, 2235561, 0.55
10/30/2017, 973363, 667203, 1640566, 0.69
10/31/2017, 986299, 567090, 1553389, 0.57
11/01/2017, 1088633, 771145, 1859778, 0.71
11/02/2017, 1067367, 669943, 1737310, 0.63
11/03/2017, 1100554, 661987, 1762541, 0.60
11/06/2017, 1127011, 685571, 1812582, 0.61
11/07/2017, 961060, 611395, 1572455, 0.64
11/08/2017, 892461, 609381, 1501842, 0.68
11/09/2017, 1034980, 658122, 1693102, 0.64
11/10/2017, 904960, 596367, 1501327, 0.66
11/13/2017, 920230, 632128, 1552358, 0.69
11/14/2017, 999781, 624467, 1624248, 0.62
11/15/2017, 791806, 584662, 1376468, 0.74
11/16/2017, 1065905, 687405, 1753310, 0.64
11/17/2017, 1236983, 694225, 1931208, 0.56
11/20/2017, 905561, 533482, 1439043, 0.59
11/21/2017, 927766, 534424, 1462190, 0.58
11/22/2017, 827802, 472575, 1300377, 0.57
11/24/2017, 539670, 335439, 875109, 0.62
11/27/2017, 823800, 505182, 1328982, 0.61
11/28/2017, 1058682, 532998, 1591680, 0.50
11/29/2017, 1507452, 776910, 2284362, 0.52
11/30/2017, 1124636, 616211, 1740847, 0.55
12/01/2017, 905820, 567231, 1473051, 0.63
12/04/2017, 1158484, 648666, 1807150, 0.56
12/05/2017, 827228, 468921, 1296149, 0.57
12/06/2017, 751845, 503753, 1255598, 0.67
12/07/2017, 789415, 457484, 1246899, 0.58
12/08/2017, 843575, 501996, 1345571, 0.60
12/11/2017, 781234, 495745, 1276979, 0.63
12/12/2017, 1027042, 526105, 1553147, 0.51
12/13/2017, 904850, 516195, 1421045, 0.57
12/14/2017, 957317, 577220, 1534537, 0.60
12/15/2017, 1205472, 688259, 1893731, 0.57
12/18/2017, 1046262, 521768, 1568030, 0.50
12/19/2017, 857115, 453987, 1311102, 0.53
12/20/2017, 852844, 474158, 1327002, 0.56
12/21/2017, 847770, 472857, 1320627, 0.56
12/22/2017, 723795, 464097, 1187892, 0.64
12/26/2017, 608935, 353448, 962383, 0.58
12/27/2017, 577530, 315080, 892610, 0.55
12/28/2017, 545173, 309655, 854828, 0.57
12/29/2017, 729716, 429703, 1159419, 0.59
01/02/2018, 1076447, 504836, 1581283, 0.47
01/03/2018, 1139510, 612481, 1751991, 0.54
01/04/2018, 1305082, 646239, 1951321, 0.50
01/05/2018, 1157808, 666466, 1824274, 0.58
01/08/2018, 1091985, 685608, 1777593, 0.63
01/09/2018, 951490, 569836, 1521326, 0.60
01/10/2018, 966939, 631357, 1598296, 0.65
01/11/2018, 1252912, 622089, 1875001, 0.50
01/12/2018, 1432116, 709975, 2142091, 0.50
01/16/2018, 1417959, 693397, 2111356, 0.49
01/17/2018, 1293702, 619137, 1912839, 0.48
01/18/2018, 1162233, 649195, 1811428, 0.56
01/19/2018, 1502514, 844728, 2347242, 0.56
01/22/2018, 1177183, 657283, 1834466, 0.56
01/23/2018, 1264616, 658747, 1923363, 0.52
01/24/2018, 1412802, 754059, 2166861, 0.53
01/25/2018, 1159119, 648083, 1807202, 0.56
01/26/2018, 1389697, 677907, 2067604, 0.49
01/29/2018, 1110626, 627804, 1738430, 0.57
01/30/2018, 1021980, 620521, 1642501, 0.61
01/31/2018, 1070303, 631533, 1701836, 0.59
02/01/2018, 1071400, 627629, 1699029, 0.59
02/02/2018, 1128438, 867766, 1996204, 0.77
02/05/2018, 1100575, 799847, 1900422, 0.73
02/06/2018, 943886, 711294, 1655180, 0.75
02/07/2018, 879037, 594585, 1473622, 0.68
02/08/2018, 960633, 725012, 1685645, 0.75
02/09/2018, 1104508, 967087, 2071595, 0.88
02/12/2018, 839057, 565147, 1404204, 0.67
02/13/2018, 708555, 515164, 1223719, 0.73
02/14/2018, 1032427, 611912, 1644339, 0.59
02/15/2018, 1191199, 727827, 1919026, 0.61
02/16/2018, 1319454, 691446, 2010900, 0.52
02/20/2018, 961872, 636916, 1598788, 0.66
02/21/2018, 921300, 535501, 1456801, 0.58
02/22/2018, 877102, 555462, 1432564, 0.63
02/23/2018, 986461, 607289, 1593750, 0.62
02/26/2018, 1034829, 614035, 1648864, 0.59
02/27/2018, 894420, 560256, 1454676, 0.63
02/28/2018, 930206, 622549, 1552755, 0.67
03/01/2018, 1100954, 791509, 1892463, 0.72
03/02/2018, 1061712, 758367, 1820079, 0.71
03/05/2018, 934275, 514775, 1449050, 0.55
03/06/2018, 906597, 472145, 1378742, 0.52
03/07/2018, 870868, 507156, 1378024, 0.58
03/08/2018, 817333, 498391, 1315724, 0.61
03/09/2018, 1258947, 671967, 1930914, 0.53
03/12/2018, 1048292, 598058, 1646350, 0.57
03/13/2018, 1070713, 615360, 1686073, 0.57
03/14/2018, 866506, 597685, 1464191, 0.69
03/15/2018, 852703, 532981, 1385684, 0.63
03/16/2018, 1032425, 654698, 1687123, 0.63
03/19/2018, 967041, 648646, 1615687, 0.67
03/20/2018, 846066, 578492, 1424558, 0.68
03/21/2018, 826165, 510571, 1336736, 0.62
03/22/2018, 868595, 643022, 1511617, 0.74
03/23/2018, 1110198, 848106, 1958304, 0.76
03/26/2018, 959031, 608120, 1567151, 0.63
