Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of the Cboe Website.,,,,
Equity P/C Ratios,,,,
Date,Equity Call Volume,Equity Put Volume,Equity Total Volume,Equity P/C Ratio
5/18/2011,1026069,714947,1741016,0.7
5/19/2011,1051710,748618,1800328,0.71
5/20/2011,1210563,917371,2127934,0.76
5/23/2011,901043,627534,1528577,0.7
5/24/2011,979960,596034,1575994,0.61
5/25/2011,1153285,577444,1730729,0.5
5/26/2011,825387,501822,1327209,0.61
5/27/2011,956998,484234,1441232,0.51
5/31/2011,886206,489762,1375968,0.55
6/1/2011,989292,761026,1750318,0.77
6/2/2011,832916,602660,1435576,0.72
6/3/2011,839185,605562,1444747,0.72
6/6/2011,1010604,797291,1807895,0.79
6/7/2011,820203,594885,1415088,0.73
6/8/2011,952330,944313,1896643,0.99
6/9/2011,828266,647427,1475693,0.78
6/10/2011,858881,879794,1738675,1.02
6/13/2011,913493,676145,1589638,0.74
6/14/2011,897458,591109,1488567,0.66
6/15/2011,827256,917156,1744412,1.11
6/16/2011,969771,1003080,1972851,1.03
6/17/2011,1104686,1212503,2317189,1.1
6/20/2011,1073014,611730,1684744,0.57
6/21/2011,1135508,679589,1815097,0.6
6/22/2011,896303,471989,1368292,0.53
6/23/2011,1026798,680681,1707479,0.66
6/24/2011,714371,497633,1212004,0.7
6/27/2011,825571,517749,1343320,0.63
6/28/2011,890859,516530,1407389,0.58
6/29/2011,894365,504358,1398723,0.56
6/30/2011,1038101,563066,1601167,0.54
7/1/2011,1014193,567679,1581872,0.56
7/5/2011,872929,557307,1430236,0.64
7/6/2011,837411,594613,1432024,0.71
7/7/2011,1206482,679973,1886455,0.56
7/8/2011,913951,525813,1439764,0.58
7/11/2011,867179,635991,1503170,0.73
7/12/2011,928232,647039,1575271,0.7
7/13/2011,987876,656094,1643970,0.66
7/14/2011,976137,823354,1799491,0.84
7/15/2011,1304771,838574,2143345,0.64
7/18/2011,1125839,782553,1908392,0.7
7/19/2011,1466020,760604,2226624,0.52
7/20/2011,1175066,730798,1905864,0.62
7/21/2011,1433309,817220,2250529,0.57
7/22/2011,1053606,650400,1704006,0.62
7/25/2011,870604,528908,1399512,0.61
7/26/2011,1075023,636933,1711956,0.59
7/27/2011,1156597,771200,1927797,0.67
7/28/2011,941868,654886,1596754,0.7
7/29/2011,957155,750290,1707445,0.78
8/1/2011,835698,642292,1477990,0.77
8/2/2011,968588,669703,1638291,0.69
8/3/2011,1149196,907911,2057107,0.79
8/4/2011,1469249,1407781,2877030,0.96
8/5/2011,1785419,1666080,3451499,0.93
8/8/2011,1626572,1757508,3384080,1.08
8/9/2011,1642992,1454262,3097254,0.89
8/10/2011,1316596,1072809,2389405,0.81
8/11/2011,1485474,930061,2415535,0.63
8/12/2011,1000680,769969,1770649,0.77
8/15/2011,976356,680288,1656644,0.7
8/16/2011,871701,646514,1518215,0.74
8/17/2011,913260,757149,1670409,0.83
8/18/2011,1167915,1137881,2305796,0.97
8/19/2011,1085078,1132715,2217793,1.04
8/22/2011,1029436,755987,1785423,0.73
8/23/2011,1142588,773185,1915773,0.68
8/24/2011,889331,596897,1486228,0.67
8/25/2011,963088,739005,1702093,0.77
8/26/2011,876466,639332,1515798,0.73
8/29/2011,1001277,534098,1535375,0.53
8/30/2011,850586,605908,1456494,0.71
8/31/2011,923055,596354,1519409,0.65
9/1/2011,738498,508892,1247390,0.69
9/2/2011,725864,606779,1332643,0.84
9/6/2011,849554,647928,1497482,0.76
9/7/2011,830322,512709,1343031,0.62
9/8/2011,798570,577831,1376401,0.72
9/9/2011,919865,794221,1714086,0.86
9/12/2011,849212,610703,1459915,0.72
9/13/2011,797237,578038,1375275,0.73
9/14/2011,1004384,653585,1657969,0.65
9/15/2011,1042979,716668,1759647,0.69
9/16/2011,1241722,837458,2079180,0.67
9/19/2011,917408,572266,1489674,0.62
9/20/2011,956066,604554,1560620,0.63
9/21/2011,1011710,811781,1823491,0.8
9/22/2011,1324954,1146906,2471860,0.87
9/23/2011,988705,643688,1632393,0.65
9/26/2011,919383,543907,1463290,0.59
9/27/2011,974479,605616,1580095,0.62
9/28/2011,625736,521166,1146902,0.83
9/29/2011,768438,620753,1389191,0.81
9/30/2011,843171,677235,1520406,0.8
10/3/2011,983138,831258,1814396,0.85
10/4/2011,1301264,1013454,2314718,0.78
10/5/2011,1023835,709097,1732932,0.69
10/6/2011,934752,641683,1576435,0.69
10/7/2011,820148,566876,1387024,0.69
10/10/2011,829353,519073,1348426,0.63
10/11/2011,747982,582457,1330439,0.78
10/12/2011,1070265,678094,1748359,0.63
10/13/2011,807994,582024,1390018,0.72
10/14/2011,1036262,616890,1653152,0.6
10/17/2011,844008,598331,1442339,0.71
10/18/2011,1059472,662125,1721597,0.62
10/19/2011,1101987,789216,1891203,0.72
10/20/2011,1021232,754652,1775884,0.74
10/21/2011,1454046,727112,2181158,0.5
10/24/2011,1228143,643691,1871834,0.52
10/25/2011,881882,681255,1563137,0.77
10/26/2011,979200,692415,1671615,0.71
10/27/2011,1765401,902824,2668225,0.51
10/28/2011,1098158,613245,1711403,0.56
10/31/2011,714739,550780,1265519,0.77
11/1/2011,1068073,959797,2027870,0.9
11/2/2011,785840,522020,1307860,0.66
11/3/2011,929767,593716,1523483,0.64
11/4/2011,828748,673138,1501886,0.81
11/7/2011,722228,476514,1198742,0.66
11/8/2011,885746,568137,1453883,0.64
11/9/2011,950967,873328,1824295,0.92
11/10/2011,845063,633449,1478512,0.75
11/11/2011,840367,539920,1380287,0.64
11/14/2011,711047,550879,1261926,0.77
11/15/2011,876327,617732,1494059,0.7
11/16/2011,866344,646359,1512703,0.75
11/17/2011,1033639,861677,1895316,0.83
11/18/2011,993831,909293,1903124,0.91
11/21/2011,1026042,690030,1716072,0.67
11/22/2011,823057,547367,1370424,0.67
11/23/2011,867335,620200,1487535,0.72
11/25/2011,333887,255832,589719,0.77
11/28/2011,854932,557146,1412078,0.65
11/29/2011,795324,497444,1292768,0.63
11/30/2011,1190540,657432,1847972,0.55
12/1/2011,841295,546475,1387770,0.65
12/2/2011,925434,544530,1469964,0.59
12/5/2011,820350,569855,1390205,0.69
12/6/2011,696852,527251,1224103,0.76
12/7/2011,795525,585353,1380878,0.74
12/8/2011,794559,619105,1413664,0.78
12/9/2011,737740,521789,1259529,0.71
12/12/2011,941005,569299,1510304,0.6
12/13/2011,813087,643910,1456997,0.79
12/14/2011,876281,695591,1571872,0.79
12/15/2011,681138,650193,1331331,0.95
12/16/2011,953636,870724,1824360,0.91
12/19/2011,957159,583056,1540215,0.61
12/20/2011,1002649,527694,1530343,0.53
12/21/2011,781355,568110,1349465,0.73
12/22/2011,747598,507293,1254891,0.68
12/23/2011,541839,348999,890838,0.64
12/27/2011,484883,346280,831163,0.71
12/28/2011,514753,362739,877492,0.7
12/29/2011,517850,366415,884265,0.71
12/30/2011,540216,296003,836219,0.55
1/3/2012,1101665,605685,1707350,0.55
1/4/2012,891488,674004,1565492,0.76
1/5/2012,997825,621148,1618973,0.62
1/6/2012,1030828,640839,1671667,0.62
1/9/2012,1024201,668941,1693142,0.65
1/10/2012,1286359,735292,2021651,0.57
1/11/2012,1313958,725244,2039202,0.55
1/12/2012,1314706,752333,2067039,0.57
1/13/2012,1187252,721204,1908456,0.61
1/17/2012,1389107,819312,2208419,0.59
1/18/2012,1614985,888794,2503779,0.55
1/19/2012,2169533,1017287,3186820,0.47
1/20/2012,2026137,1052269,3078406,0.52
1/23/2012,1314148,852437,2166585,0.65
1/24/2012,1166736,738652,1905388,0.63
1/25/2012,1513011,857009,2370020,0.57
1/26/2012,1409892,914823,2324715,0.65
1/27/2012,1215903,729346,1945249,0.6
1/30/2012,1011368,684508,1695876,0.68
1/31/2012,1164089,714290,1878379,0.61
2/1/2012,1366876,843124,2210000,0.62
2/2/2012,1226444,767293,1993737,0.63
2/3/2012,1682704,867424,2550128,0.52
2/6/2012,1126195,638375,1764570,0.57
2/7/2012,1406477,798440,2204917,0.57
2/8/2012,1545236,837676,2382912,0.54
2/9/2012,1605949,942751,2548700,0.59
2/10/2012,1287092,986033,2273125,0.77
2/13/2012,1363211,727597,2090808,0.53
2/14/2012,1396474,854443,2250917,0.61
2/15/2012,1561143,1014663,2575806,0.65
2/16/2012,1659764,1053088,2712852,0.63
2/17/2012,1838584,934527,2773111,0.51
2/21/2012,1537133,954523,2491656,0.62
2/22/2012,1151681,732163,1883844,0.64
2/23/2012,1212616,819612,2032228,0.68
2/24/2012,1277828,887567,2165395,0.69
2/27/2012,1153945,744300,1898245,0.65
2/28/2012,1258806,719913,1978719,0.57
2/29/2012,1250275,841895,2092170,0.67
3/1/2012,1162764,756421,1919185,0.65
3/2/2012,1056836,659777,1716613,0.62
3/5/2012,991630,727007,1718637,0.73
3/6/2012,1152670,907120,2059790,0.79
3/7/2012,965535,605946,1571481,0.63
3/8/2012,1075143,668695,1743838,0.62
3/9/2012,1121808,705801,1827609,0.63
3/12/2012,851296,598695,1449991,0.7
3/13/2012,1467374,888293,2355667,0.61
3/14/2012,1606379,898903,2505282,0.56
3/15/2012,1706118,892148,2598266,0.52
3/16/2012,2008313,939363,2947676,0.47
3/19/2012,1667640,850273,2517913,0.51
3/20/2012,1251417,661371,1912788,0.53
3/21/2012,1242444,695494,1937938,0.56
3/22/2012,1136568,783568,1920136,0.69
3/23/2012,954906,589943,1544849,0.62
3/26/2012,1096840,812612,1909452,0.74
3/27/2012,1222938,699229,1922167,0.57
3/28/2012,1116175,806723,1922898,0.72
3/29/2012,1116731,751621,1868352,0.67
3/30/2012,1059679,626203,1685882,0.59
4/2/2012,1123116,596686,1719802,0.53
4/3/2012,1175201,692535,1867736,0.59
4/4/2012,1063443,716652,1780095,0.67
4/5/2012,1040433,626473,1666906,0.6
4/9/2012,928725,650252,1578977,0.7
4/10/2012,1501006,1054591,2555597,0.7
4/11/2012,1078917,712627,1791544,0.66
4/12/2012,1441158,741029,2182187,0.51
4/13/2012,1111331,823016,1934347,0.74
4/16/2012,1039464,731601,1771065,0.7
4/17/2012,1198061,689413,1887474,0.58
4/18/2012,1246864,737083,1983947,0.59
4/19/2012,1468901,971043,2439944,0.66
4/20/2012,1725784,1107349,2833133,0.64
4/23/2012,1232945,737372,1970317,0.6
4/24/2012,1228132,823240,2051372,0.67
4/25/2012,1633854,776505,2410359,0.48
4/26/2012,1315159,820523,2135682,0.62
4/27/2012,1247216,747281,1994497,0.6
4/30/2012,984949,646400,1631349,0.66
5/1/2012,1282507,687692,1970199,0.54
5/2/2012,1078798,809725,1888523,0.75
5/3/2012,1081439,850990,1932429,0.79
5/4/2012,1241729,890300,2132029,0.72
5/7/2012,963179,633732,1596911,0.66
5/8/2012,1259810,935948,2195758,0.74
5/9/2012,1206188,812945,2019133,0.67
5/10/2012,1143312,801234,1944546,0.7
5/11/2012,1166386,828558,1994944,0.71
5/14/2012,971488,831844,1803332,0.86
5/15/2012,1130635,911576,2042211,0.81
5/16/2012,1185196,1052281,2237477,0.89
5/17/2012,1259094,1120784,2379878,0.89
5/18/2012,1315468,1304498,2619966,0.99
5/21/2012,1199435,648560,1847995,0.54
5/22/2012,1169684,752568,1922252,0.64
5/23/2012,1069543,790474,1860017,0.74
5/24/2012,905101,671213,1576314,0.74
5/25/2012,746798,496611,1243409,0.66
5/29/2012,987641,662979,1650620,0.67
5/30/2012,764942,592520,1357462,0.77
5/31/2012,884180,708670,1592850,0.8
6/1/2012,1120292,904614,2024906,0.81
6/4/2012,964650,745680,1710330,0.77
6/5/2012,845525,591835,1437360,0.7
6/6/2012,995265,670477,1665742,0.67
6/7/2012,1053644,674855,1728499,0.64
